FACT_ID,HEAD,RELATION,TAIL,TIME,ANSWER
FACT_4660_3,Court Judge (India),"Arrest, detain, or charge with legal action",Military Personnel (India),0,2014-08-08
FACT_4661_0,0,Threaten,Citizen (India),2014-06-30,Riaz Ahmed
FACT_4661_1,Riaz Ahmed,0,Citizen (India),2014-06-30,Threaten
FACT_4661_2,Riaz Ahmed,Threaten,0,2014-06-30,Citizen (India)
FACT_4661_3,Riaz Ahmed,Threaten,Citizen (India),0,2014-06-30
FACT_4662_0,0,"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-02-12,Other Authorities / Officials (Egypt)
FACT_4662_1,Other Authorities / Officials (Egypt),0,Criminal (Egypt),2014-02-12,"Arrest, detain, or charge with legal action"
FACT_4662_2,Other Authorities / Officials (Egypt),"Arrest, detain, or charge with legal action",0,2014-02-12,Criminal (Egypt)
FACT_4662_3,Other Authorities / Officials (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),0,2014-02-12
FACT_4663_0,0,"Arrest, detain, or charge with legal action",Men (Tajikistan),2014-05-14,Tajikistan
FACT_4663_1,Tajikistan,0,Men (Tajikistan),2014-05-14,"Arrest, detain, or charge with legal action"
FACT_4663_2,Tajikistan,"Arrest, detain, or charge with legal action",0,2014-05-14,Men (Tajikistan)
FACT_4663_3,Tajikistan,"Arrest, detain, or charge with legal action",Men (Tajikistan),0,2014-05-14
FACT_4664_0,0,Consult,John Kerry,2014-07-10,Presidential Candidate (Afghanistan)
FACT_4664_1,Presidential Candidate (Afghanistan),0,John Kerry,2014-07-10,Consult
FACT_4664_2,Presidential Candidate (Afghanistan),Consult,0,2014-07-10,John Kerry
FACT_4664_3,Presidential Candidate (Afghanistan),Consult,John Kerry,0,2014-07-10
FACT_4665_0,0,Consult,Israeli Defense Forces,2014-10-17,Rebel Group (Israel)
FACT_4665_1,Rebel Group (Israel),0,Israeli Defense Forces,2014-10-17,Consult
FACT_4665_2,Rebel Group (Israel),Consult,0,2014-10-17,Israeli Defense Forces
FACT_4665_3,Rebel Group (Israel),Consult,Israeli Defense Forces,0,2014-10-17
FACT_4666_0,0,Host a visit,Benjamin William Mkapa,2014-04-16,Education (Tanzania)
FACT_4666_1,Education (Tanzania),0,Benjamin William Mkapa,2014-04-16,Host a visit
FACT_4666_2,Education (Tanzania),Host a visit,0,2014-04-16,Benjamin William Mkapa
FACT_4666_3,Education (Tanzania),Host a visit,Benjamin William Mkapa,0,2014-04-16
FACT_4667_0,0,Express intent to meet or negotiate,Iran,2014-01-13,Mexico
FACT_4667_1,Mexico,0,Iran,2014-01-13,Express intent to meet or negotiate
FACT_4667_2,Mexico,Express intent to meet or negotiate,0,2014-01-13,Iran
FACT_4667_3,Mexico,Express intent to meet or negotiate,Iran,0,2014-01-13
FACT_4668_0,0,Make empathetic comment,Citizen (Australia),2014-03-26,Member of Parliament (Australia)
FACT_4668_1,Member of Parliament (Australia),0,Citizen (Australia),2014-03-26,Make empathetic comment
FACT_4668_2,Member of Parliament (Australia),Make empathetic comment,0,2014-03-26,Citizen (Australia)
FACT_4668_3,Member of Parliament (Australia),Make empathetic comment,Citizen (Australia),0,2014-03-26
FACT_4669_0,0,Cooperate economically,China,2014-06-17,Ireland
FACT_4669_1,Ireland,0,China,2014-06-17,Cooperate economically
FACT_4669_2,Ireland,Cooperate economically,0,2014-06-17,China
FACT_4669_3,Ireland,Cooperate economically,China,0,2014-06-17
FACT_4670_0,0,Make optimistic comment,Afghanistan,2014-12-15,Dmitry Anatolyevich Medvedev
FACT_4670_1,Dmitry Anatolyevich Medvedev,0,Afghanistan,2014-12-15,Make optimistic comment
FACT_4670_2,Dmitry Anatolyevich Medvedev,Make optimistic comment,0,2014-12-15,Afghanistan
FACT_4670_3,Dmitry Anatolyevich Medvedev,Make optimistic comment,Afghanistan,0,2014-12-15
FACT_4671_0,0,Make an appeal or request,Member of Parliament (India),2014-12-22,Court Judge (India)
FACT_4671_1,Court Judge (India),0,Member of Parliament (India),2014-12-22,Make an appeal or request
FACT_4671_2,Court Judge (India),Make an appeal or request,0,2014-12-22,Member of Parliament (India)
FACT_4671_3,Court Judge (India),Make an appeal or request,Member of Parliament (India),0,2014-12-22
FACT_4672_0,0,Consult,Pope Francis,2014-01-15,Foreign Affairs (Latvia)
FACT_4672_1,Foreign Affairs (Latvia),0,Pope Francis,2014-01-15,Consult
FACT_4672_2,Foreign Affairs (Latvia),Consult,0,2014-01-15,Pope Francis
FACT_4672_3,Foreign Affairs (Latvia),Consult,Pope Francis,0,2014-01-15
FACT_4673_0,0,Criticize or denounce,Mahinda Rajapaksa,2014-12-31,Maithripala Sirisena
FACT_4673_1,Maithripala Sirisena,0,Mahinda Rajapaksa,2014-12-31,Criticize or denounce
FACT_4673_2,Maithripala Sirisena,Criticize or denounce,0,2014-12-31,Mahinda Rajapaksa
FACT_4673_3,Maithripala Sirisena,Criticize or denounce,Mahinda Rajapaksa,0,2014-12-31
FACT_4674_0,0,Consider policy option,North Korea,2014-08-08,Japan
FACT_4674_1,Japan,0,North Korea,2014-08-08,Consider policy option
FACT_4674_2,Japan,Consider policy option,0,2014-08-08,North Korea
FACT_4674_3,Japan,Consider policy option,North Korea,0,2014-08-08
FACT_4675_0,0,Demand,North Atlantic Treaty Organization,2014-05-16,Victor Ponta
FACT_4675_1,Victor Ponta,0,North Atlantic Treaty Organization,2014-05-16,Demand
FACT_4675_2,Victor Ponta,Demand,0,2014-05-16,North Atlantic Treaty Organization
FACT_4675_3,Victor Ponta,Demand,North Atlantic Treaty Organization,0,2014-05-16
FACT_4676_0,0,Host a visit,Kim Jong-Un,2014-06-12,North Korea
FACT_4676_1,North Korea,0,Kim Jong-Un,2014-06-12,Host a visit
FACT_4676_2,North Korea,Host a visit,0,2014-06-12,Kim Jong-Un
FACT_4676_3,North Korea,Host a visit,Kim Jong-Un,0,2014-06-12
FACT_4677_0,0,Demand,Pervez Musharraf,2014-02-17,Special Court (Pakistan)
FACT_4677_1,Special Court (Pakistan),0,Pervez Musharraf,2014-02-17,Demand
FACT_4677_2,Special Court (Pakistan),Demand,0,2014-02-17,Pervez Musharraf
FACT_4677_3,Special Court (Pakistan),Demand,Pervez Musharraf,0,2014-02-17
FACT_4678_0,0,Use tactics of violent repression,Citizen (Greece),2014-12-08,Police (Greece)
FACT_4678_1,Police (Greece),0,Citizen (Greece),2014-12-08,Use tactics of violent repression
FACT_4678_2,Police (Greece),Use tactics of violent repression,0,2014-12-08,Citizen (Greece)
FACT_4678_3,Police (Greece),Use tactics of violent repression,Citizen (Greece),0,2014-12-08
FACT_4679_0,0,Consult,Head of Government (Qatar),2014-09-17,Angela Merkel
FACT_4679_1,Angela Merkel,0,Head of Government (Qatar),2014-09-17,Consult
FACT_4679_2,Angela Merkel,Consult,0,2014-09-17,Head of Government (Qatar)
FACT_4679_3,Angela Merkel,Consult,Head of Government (Qatar),0,2014-09-17
FACT_4680_0,0,"Accuse of crime, corruption",Congress (Nigeria),2014-05-02,Chibuike Rotimi Amaechi
FACT_4680_1,Chibuike Rotimi Amaechi,0,Congress (Nigeria),2014-05-02,"Accuse of crime, corruption"
FACT_4680_2,Chibuike Rotimi Amaechi,"Accuse of crime, corruption",0,2014-05-02,Congress (Nigeria)
FACT_4680_3,Chibuike Rotimi Amaechi,"Accuse of crime, corruption",Congress (Nigeria),0,2014-05-02
FACT_4681_0,0,Make a visit,Afghanistan,2014-08-11,Cabinet / Council of Ministers / Advisors (United States)
FACT_4681_1,Cabinet / Council of Ministers / Advisors (United States),0,Afghanistan,2014-08-11,Make a visit
FACT_4681_2,Cabinet / Council of Ministers / Advisors (United States),Make a visit,0,2014-08-11,Afghanistan
FACT_4681_3,Cabinet / Council of Ministers / Advisors (United States),Make a visit,Afghanistan,0,2014-08-11
FACT_4682_0,0,Express intent to cooperate economically,South Korea,2014-11-15,China
FACT_4682_1,China,0,South Korea,2014-11-15,Express intent to cooperate economically
FACT_4682_2,China,Express intent to cooperate economically,0,2014-11-15,South Korea
FACT_4682_3,China,Express intent to cooperate economically,South Korea,0,2014-11-15
FACT_4683_0,0,"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-12-27,Police (Philippines)
FACT_4683_1,Police (Philippines),0,Criminal (Philippines),2014-12-27,"Arrest, detain, or charge with legal action"
FACT_4683_2,Police (Philippines),"Arrest, detain, or charge with legal action",0,2014-12-27,Criminal (Philippines)
FACT_4683_3,Police (Philippines),"Arrest, detain, or charge with legal action",Criminal (Philippines),0,2014-12-27
FACT_4684_0,0,fight with small arms and light weapons,Media Personnel (Somalia),2014-11-20,Armed Band (Somalia)
FACT_4684_1,Armed Band (Somalia),0,Media Personnel (Somalia),2014-11-20,fight with small arms and light weapons
FACT_4684_2,Armed Band (Somalia),fight with small arms and light weapons,0,2014-11-20,Media Personnel (Somalia)
FACT_4684_3,Armed Band (Somalia),fight with small arms and light weapons,Media Personnel (Somalia),0,2014-11-20
FACT_4685_0,0,Make an appeal or request,Protester (Thailand),2014-01-29,Military (Thailand)
FACT_4685_1,Military (Thailand),0,Protester (Thailand),2014-01-29,Make an appeal or request
FACT_4685_2,Military (Thailand),Make an appeal or request,0,2014-01-29,Protester (Thailand)
FACT_4685_3,Military (Thailand),Make an appeal or request,Protester (Thailand),0,2014-01-29
FACT_4686_0,0,Consult,Governor (Yemen),2014-04-30,Police (Yemen)
FACT_4686_1,Police (Yemen),0,Governor (Yemen),2014-04-30,Consult
FACT_4686_2,Police (Yemen),Consult,0,2014-04-30,Governor (Yemen)
FACT_4686_3,Police (Yemen),Consult,Governor (Yemen),0,2014-04-30
FACT_4687_0,0,Host a visit,Thailand,2014-12-10,Malaysia
FACT_4687_1,Malaysia,0,Thailand,2014-12-10,Host a visit
FACT_4687_2,Malaysia,Host a visit,0,2014-12-10,Thailand
FACT_4687_3,Malaysia,Host a visit,Thailand,0,2014-12-10
FACT_4688_0,0,"Arrest, detain, or charge with legal action",Military Personnel (South Korea),2014-07-15,Lawyer/Attorney (South Korea)
FACT_4688_1,Lawyer/Attorney (South Korea),0,Military Personnel (South Korea),2014-07-15,"Arrest, detain, or charge with legal action"
FACT_4688_2,Lawyer/Attorney (South Korea),"Arrest, detain, or charge with legal action",0,2014-07-15,Military Personnel (South Korea)
FACT_4688_3,Lawyer/Attorney (South Korea),"Arrest, detain, or charge with legal action",Military Personnel (South Korea),0,2014-07-15
FACT_4689_0,0,Consult,Middle East,2014-02-04,UN Security Council
FACT_4689_1,UN Security Council,0,Middle East,2014-02-04,Consult
FACT_4689_2,UN Security Council,Consult,0,2014-02-04,Middle East
FACT_4689_3,UN Security Council,Consult,Middle East,0,2014-02-04
FACT_4690_0,0,Make a visit,China,2014-04-20,Japan
FACT_4690_1,Japan,0,China,2014-04-20,Make a visit
FACT_4690_2,Japan,Make a visit,0,2014-04-20,China
FACT_4690_3,Japan,Make a visit,China,0,2014-04-20
FACT_4691_0,0,Make statement,Interfax,2014-04-18,Dmitry Anatolyevich Medvedev
FACT_4691_1,Dmitry Anatolyevich Medvedev,0,Interfax,2014-04-18,Make statement
FACT_4691_2,Dmitry Anatolyevich Medvedev,Make statement,0,2014-04-18,Interfax
FACT_4691_3,Dmitry Anatolyevich Medvedev,Make statement,Interfax,0,2014-04-18
FACT_4692_0,0,Consult,Ministry (Mauritania),2014-10-12,Mohamed Hassad
FACT_4692_1,Mohamed Hassad,0,Ministry (Mauritania),2014-10-12,Consult
FACT_4692_2,Mohamed Hassad,Consult,0,2014-10-12,Ministry (Mauritania)
FACT_4692_3,Mohamed Hassad,Consult,Ministry (Mauritania),0,2014-10-12
FACT_4693_0,0,Make statement,Iraq,2014-12-24,Defense / Security Ministry (Iraq)
FACT_4693_1,Defense / Security Ministry (Iraq),0,Iraq,2014-12-24,Make statement
FACT_4693_2,Defense / Security Ministry (Iraq),Make statement,0,2014-12-24,Iraq
FACT_4693_3,Defense / Security Ministry (Iraq),Make statement,Iraq,0,2014-12-24
FACT_4694_0,0,Use conventional military force,Militant (Taliban),2014-09-27,Military Personnel - Special (Afghanistan)
FACT_4694_1,Military Personnel - Special (Afghanistan),0,Militant (Taliban),2014-09-27,Use conventional military force
FACT_4694_2,Military Personnel - Special (Afghanistan),Use conventional military force,0,2014-09-27,Militant (Taliban)
FACT_4694_3,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),0,2014-09-27
FACT_4695_0,0,Use conventional military force,Detainee (Australia),2014-01-22,Police (Australia)
FACT_4695_1,Police (Australia),0,Detainee (Australia),2014-01-22,Use conventional military force
FACT_4695_2,Police (Australia),Use conventional military force,0,2014-01-22,Detainee (Australia)
FACT_4695_3,Police (Australia),Use conventional military force,Detainee (Australia),0,2014-01-22
FACT_4696_0,0,Physically assault,Police (Australia),2014-09-23,Criminal (Australia)
FACT_4696_1,Criminal (Australia),0,Police (Australia),2014-09-23,Physically assault
FACT_4696_2,Criminal (Australia),Physically assault,0,2014-09-23,Police (Australia)
FACT_4696_3,Criminal (Australia),Physically assault,Police (Australia),0,2014-09-23
FACT_4697_0,0,Host a visit,Haider Al-Abadi,2014-12-16,United Arab Emirates
FACT_4697_1,United Arab Emirates,0,Haider Al-Abadi,2014-12-16,Host a visit
FACT_4697_2,United Arab Emirates,Host a visit,0,2014-12-16,Haider Al-Abadi
FACT_4697_3,United Arab Emirates,Host a visit,Haider Al-Abadi,0,2014-12-16
FACT_4698_0,0,Make statement,Middle East,2014-10-20,Aladdin Boroujerdi
FACT_4698_1,Aladdin Boroujerdi,0,Middle East,2014-10-20,Make statement
FACT_4698_2,Aladdin Boroujerdi,Make statement,0,2014-10-20,Middle East
FACT_4698_3,Aladdin Boroujerdi,Make statement,Middle East,0,2014-10-20
FACT_4699_0,0,Use unconventional violence,Citizen (Nigeria),2014-08-19,Terrorist (Boko Haram)
FACT_4699_1,Terrorist (Boko Haram),0,Citizen (Nigeria),2014-08-19,Use unconventional violence
FACT_4699_2,Terrorist (Boko Haram),Use unconventional violence,0,2014-08-19,Citizen (Nigeria)
FACT_4699_3,Terrorist (Boko Haram),Use unconventional violence,Citizen (Nigeria),0,2014-08-19
FACT_4700_0,0,Mobilize or increase police power,Tanzania,2014-02-10,Police (Tanzania)
FACT_4700_1,Police (Tanzania),0,Tanzania,2014-02-10,Mobilize or increase police power
FACT_4700_2,Police (Tanzania),Mobilize or increase police power,0,2014-02-10,Tanzania
FACT_4700_3,Police (Tanzania),Mobilize or increase police power,Tanzania,0,2014-02-10
FACT_4701_0,0,Use conventional military force,Armed Gang (RENAMO),2014-04-28,Military (Mozambique)
FACT_4701_1,Military (Mozambique),0,Armed Gang (RENAMO),2014-04-28,Use conventional military force
FACT_4701_2,Military (Mozambique),Use conventional military force,0,2014-04-28,Armed Gang (RENAMO)
FACT_4701_3,Military (Mozambique),Use conventional military force,Armed Gang (RENAMO),0,2014-04-28
FACT_4702_0,0,Make statement,China,2014-09-15,Xi Jinping
FACT_4702_1,Xi Jinping,0,China,2014-09-15,Make statement
FACT_4702_2,Xi Jinping,Make statement,0,2014-09-15,China
FACT_4702_3,Xi Jinping,Make statement,China,0,2014-09-15
FACT_4703_0,0,"Impose embargo, boycott, or sanctions",Iran,2014-02-07,Mohammad Javad Zarif
FACT_4703_1,Mohammad Javad Zarif,0,Iran,2014-02-07,"Impose embargo, boycott, or sanctions"
FACT_4703_2,Mohammad Javad Zarif,"Impose embargo, boycott, or sanctions",0,2014-02-07,Iran
FACT_4703_3,Mohammad Javad Zarif,"Impose embargo, boycott, or sanctions",Iran,0,2014-02-07
FACT_4704_0,0,"Arrest, detain, or charge with legal action",Men (Indonesia),2014-08-16,Police (Indonesia)
FACT_4704_1,Police (Indonesia),0,Men (Indonesia),2014-08-16,"Arrest, detain, or charge with legal action"
FACT_4704_2,Police (Indonesia),"Arrest, detain, or charge with legal action",0,2014-08-16,Men (Indonesia)
FACT_4704_3,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),0,2014-08-16
FACT_4705_0,0,Provide military aid,Military (Lebanon),2014-10-06,Iran
FACT_4705_1,Iran,0,Military (Lebanon),2014-10-06,Provide military aid
FACT_4705_2,Iran,Provide military aid,0,2014-10-06,Military (Lebanon)
FACT_4705_3,Iran,Provide military aid,Military (Lebanon),0,2014-10-06
FACT_4706_0,0,"Protest violently, riot",Military (Turkey),2014-06-07,Protester (Turkey)
FACT_4706_1,Protester (Turkey),0,Military (Turkey),2014-06-07,"Protest violently, riot"
FACT_4706_2,Protester (Turkey),"Protest violently, riot",0,2014-06-07,Military (Turkey)
FACT_4706_3,Protester (Turkey),"Protest violently, riot",Military (Turkey),0,2014-06-07
FACT_4707_0,0,Host a visit,Vietnam,2014-12-29,Thailand
FACT_4707_1,Thailand,0,Vietnam,2014-12-29,Host a visit
FACT_4707_2,Thailand,Host a visit,0,2014-12-29,Vietnam
FACT_4707_3,Thailand,Host a visit,Vietnam,0,2014-12-29
FACT_4708_0,0,Use unconventional violence,Citizen (Yemen),2014-06-19,Armed Rebel (Yemen)
FACT_4708_1,Armed Rebel (Yemen),0,Citizen (Yemen),2014-06-19,Use unconventional violence
FACT_4708_2,Armed Rebel (Yemen),Use unconventional violence,0,2014-06-19,Citizen (Yemen)
FACT_4708_3,Armed Rebel (Yemen),Use unconventional violence,Citizen (Yemen),0,2014-06-19
FACT_4709_0,0,Make an appeal or request,Member of the Judiciary (Nigeria),2014-05-08,Citizen (Nigeria)
FACT_4709_1,Citizen (Nigeria),0,Member of the Judiciary (Nigeria),2014-05-08,Make an appeal or request
FACT_4709_2,Citizen (Nigeria),Make an appeal or request,0,2014-05-08,Member of the Judiciary (Nigeria)
FACT_4709_3,Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),0,2014-05-08
FACT_4710_0,0,Make an appeal or request,Military (Russia),2014-03-04,Head of Government (Ukraine)
FACT_4710_1,Head of Government (Ukraine),0,Military (Russia),2014-03-04,Make an appeal or request
FACT_4710_2,Head of Government (Ukraine),Make an appeal or request,0,2014-03-04,Military (Russia)
FACT_4710_3,Head of Government (Ukraine),Make an appeal or request,Military (Russia),0,2014-03-04
FACT_4711_0,0,Make statement,European Parliament,2014-09-19,Vladimir Chizhov
FACT_4711_1,Vladimir Chizhov,0,European Parliament,2014-09-19,Make statement
FACT_4711_2,Vladimir Chizhov,Make statement,0,2014-09-19,European Parliament
FACT_4711_3,Vladimir Chizhov,Make statement,European Parliament,0,2014-09-19
FACT_4712_0,0,Make statement,Representatives (Afghanistan),2014-08-04,Afghanistan
FACT_4712_1,Afghanistan,0,Representatives (Afghanistan),2014-08-04,Make statement
FACT_4712_2,Afghanistan,Make statement,0,2014-08-04,Representatives (Afghanistan)
FACT_4712_3,Afghanistan,Make statement,Representatives (Afghanistan),0,2014-08-04
FACT_4713_0,0,Engage in negotiation,Kim Daejung,2014-03-26,North Korea
FACT_4713_1,North Korea,0,Kim Daejung,2014-03-26,Engage in negotiation
FACT_4713_2,North Korea,Engage in negotiation,0,2014-03-26,Kim Daejung
FACT_4713_3,North Korea,Engage in negotiation,Kim Daejung,0,2014-03-26
FACT_4714_0,0,Make statement,Philippines,2014-03-22,City Mayor (Philippines)
FACT_4714_1,City Mayor (Philippines),0,Philippines,2014-03-22,Make statement
FACT_4714_2,City Mayor (Philippines),Make statement,0,2014-03-22,Philippines
FACT_4714_3,City Mayor (Philippines),Make statement,Philippines,0,2014-03-22
FACT_4715_0,0,Appeal for intelligence,Citizen (Australia),2014-09-19,Police (Australia)
FACT_4715_1,Police (Australia),0,Citizen (Australia),2014-09-19,Appeal for intelligence
FACT_4715_2,Police (Australia),Appeal for intelligence,0,2014-09-19,Citizen (Australia)
FACT_4715_3,Police (Australia),Appeal for intelligence,Citizen (Australia),0,2014-09-19
FACT_4716_0,0,fight with small arms and light weapons,Company - Owner or Operator (India),2014-11-07,Citizen (India)
FACT_4716_1,Citizen (India),0,Company - Owner or Operator (India),2014-11-07,fight with small arms and light weapons
FACT_4716_2,Citizen (India),fight with small arms and light weapons,0,2014-11-07,Company - Owner or Operator (India)
FACT_4716_3,Citizen (India),fight with small arms and light weapons,Company - Owner or Operator (India),0,2014-11-07
FACT_4717_0,0,Consult,Mohammad Javad Zarif,2014-09-19,Catherine Ashton
FACT_4717_1,Catherine Ashton,0,Mohammad Javad Zarif,2014-09-19,Consult
FACT_4717_2,Catherine Ashton,Consult,0,2014-09-19,Mohammad Javad Zarif
FACT_4717_3,Catherine Ashton,Consult,Mohammad Javad Zarif,0,2014-09-19
FACT_4718_0,0,Make statement,Kim Jong-Un,2014-11-18,Hyon Yong Chol
FACT_4718_1,Hyon Yong Chol,0,Kim Jong-Un,2014-11-18,Make statement
FACT_4718_2,Hyon Yong Chol,Make statement,0,2014-11-18,Kim Jong-Un
FACT_4718_3,Hyon Yong Chol,Make statement,Kim Jong-Un,0,2014-11-18
FACT_4719_0,0,"Return, release person(s)",Murderer (New Zealand),2014-11-10,New Zealand
FACT_4719_1,New Zealand,0,Murderer (New Zealand),2014-11-10,"Return, release person(s)"
FACT_4719_2,New Zealand,"Return, release person(s)",0,2014-11-10,Murderer (New Zealand)
FACT_4719_3,New Zealand,"Return, release person(s)",Murderer (New Zealand),0,2014-11-10
FACT_4720_0,0,Make an appeal or request,China,2014-08-18,Anson Chan
FACT_4720_1,Anson Chan,0,China,2014-08-18,Make an appeal or request
FACT_4720_2,Anson Chan,Make an appeal or request,0,2014-08-18,China
FACT_4720_3,Anson Chan,Make an appeal or request,China,0,2014-08-18
FACT_4721_0,0,Use conventional military force,Iran,2014-05-08,Iraq
FACT_4721_1,Iraq,0,Iran,2014-05-08,Use conventional military force
FACT_4721_2,Iraq,Use conventional military force,0,2014-05-08,Iran
FACT_4721_3,Iraq,Use conventional military force,Iran,0,2014-05-08
FACT_4722_0,0,Make statement,Terrorist Leader (Syria),2014-09-02,Mohammad Javad Zarif
FACT_4722_1,Mohammad Javad Zarif,0,Terrorist Leader (Syria),2014-09-02,Make statement
FACT_4722_2,Mohammad Javad Zarif,Make statement,0,2014-09-02,Terrorist Leader (Syria)
FACT_4722_3,Mohammad Javad Zarif,Make statement,Terrorist Leader (Syria),0,2014-09-02
FACT_4723_0,0,Sign formal agreement,Xi Jinping,2014-09-09,Islam Karimov
FACT_4723_1,Islam Karimov,0,Xi Jinping,2014-09-09,Sign formal agreement
FACT_4723_2,Islam Karimov,Sign formal agreement,0,2014-09-09,Xi Jinping
FACT_4723_3,Islam Karimov,Sign formal agreement,Xi Jinping,0,2014-09-09
FACT_4724_0,0,Express intent to meet or negotiate,Citizen (Kenya),2014-11-03,Joseph Ole Lenku
FACT_4724_1,Joseph Ole Lenku,0,Citizen (Kenya),2014-11-03,Express intent to meet or negotiate
FACT_4724_2,Joseph Ole Lenku,Express intent to meet or negotiate,0,2014-11-03,Citizen (Kenya)
FACT_4724_3,Joseph Ole Lenku,Express intent to meet or negotiate,Citizen (Kenya),0,2014-11-03
FACT_4725_0,0,Consult,François Hollande,2014-11-29,Head of Government (Djibouti)
FACT_4725_1,Head of Government (Djibouti),0,François Hollande,2014-11-29,Consult
FACT_4725_2,Head of Government (Djibouti),Consult,0,2014-11-29,François Hollande
FACT_4725_3,Head of Government (Djibouti),Consult,François Hollande,0,2014-11-29
FACT_4726_0,0,Express intent to cooperate,Party Member (Tanzania),2014-10-03,Abdulrahman Kinana
FACT_4726_1,Abdulrahman Kinana,0,Party Member (Tanzania),2014-10-03,Express intent to cooperate
FACT_4726_2,Abdulrahman Kinana,Express intent to cooperate,0,2014-10-03,Party Member (Tanzania)
FACT_4726_3,Abdulrahman Kinana,Express intent to cooperate,Party Member (Tanzania),0,2014-10-03
FACT_4727_0,0,Use unconventional violence,Commando (Somalia),2014-05-24,Armed Rebel (Somalia)
FACT_4727_1,Armed Rebel (Somalia),0,Commando (Somalia),2014-05-24,Use unconventional violence
FACT_4727_2,Armed Rebel (Somalia),Use unconventional violence,0,2014-05-24,Commando (Somalia)
FACT_4727_3,Armed Rebel (Somalia),Use unconventional violence,Commando (Somalia),0,2014-05-24
FACT_4728_0,0,Consult,Inspector General (Pakistan),2014-12-29,Media (Pakistan)
FACT_4728_1,Media (Pakistan),0,Inspector General (Pakistan),2014-12-29,Consult
FACT_4728_2,Media (Pakistan),Consult,0,2014-12-29,Inspector General (Pakistan)
FACT_4728_3,Media (Pakistan),Consult,Inspector General (Pakistan),0,2014-12-29
FACT_4729_0,0,Express intent to engage in diplomatic cooperation (such as policy support),Trinidad and Tobago,2014-02-26,China
FACT_4729_1,China,0,Trinidad and Tobago,2014-02-26,Express intent to engage in diplomatic cooperation (such as policy support)
FACT_4729_2,China,Express intent to engage in diplomatic cooperation (such as policy support),0,2014-02-26,Trinidad and Tobago
FACT_4729_3,China,Express intent to engage in diplomatic cooperation (such as policy support),Trinidad and Tobago,0,2014-02-26
FACT_4730_0,0,Make statement,Iran,2014-11-10,Benjamin Netanyahu
FACT_4730_1,Benjamin Netanyahu,0,Iran,2014-11-10,Make statement
FACT_4730_2,Benjamin Netanyahu,Make statement,0,2014-11-10,Iran
FACT_4730_3,Benjamin Netanyahu,Make statement,Iran,0,2014-11-10
FACT_4731_0,0,Engage in negotiation,Arseniy Yatsenyuk,2014-02-18,Angela Merkel
FACT_4731_1,Angela Merkel,0,Arseniy Yatsenyuk,2014-02-18,Engage in negotiation
FACT_4731_2,Angela Merkel,Engage in negotiation,0,2014-02-18,Arseniy Yatsenyuk
FACT_4731_3,Angela Merkel,Engage in negotiation,Arseniy Yatsenyuk,0,2014-02-18
FACT_4732_0,0,Express intent to meet or negotiate,Ismet Yilmaz,2014-01-10,Chuck Hagel
FACT_4732_1,Chuck Hagel,0,Ismet Yilmaz,2014-01-10,Express intent to meet or negotiate
FACT_4732_2,Chuck Hagel,Express intent to meet or negotiate,0,2014-01-10,Ismet Yilmaz
FACT_4732_3,Chuck Hagel,Express intent to meet or negotiate,Ismet Yilmaz,0,2014-01-10
FACT_4733_0,0,Make statement,Japan,2014-07-29,John Kerry
FACT_4733_1,John Kerry,0,Japan,2014-07-29,Make statement
FACT_4733_2,John Kerry,Make statement,0,2014-07-29,Japan
FACT_4733_3,John Kerry,Make statement,Japan,0,2014-07-29
FACT_4734_0,0,Criticize or denounce,Alexis Tsipras,2014-09-14,Evangelos Venizelos
FACT_4734_1,Evangelos Venizelos,0,Alexis Tsipras,2014-09-14,Criticize or denounce
FACT_4734_2,Evangelos Venizelos,Criticize or denounce,0,2014-09-14,Alexis Tsipras
FACT_4734_3,Evangelos Venizelos,Criticize or denounce,Alexis Tsipras,0,2014-09-14
FACT_4735_0,0,Make a visit,Morocco,2014-02-21,Foreign Affairs (Guinea)
FACT_4735_1,Foreign Affairs (Guinea),0,Morocco,2014-02-21,Make a visit
FACT_4735_2,Foreign Affairs (Guinea),Make a visit,0,2014-02-21,Morocco
FACT_4735_3,Foreign Affairs (Guinea),Make a visit,Morocco,0,2014-02-21
FACT_4736_0,0,Express intent to meet or negotiate,Haider Al-Abadi,2014-12-23,Federica Mogherini
FACT_4736_1,Federica Mogherini,0,Haider Al-Abadi,2014-12-23,Express intent to meet or negotiate
FACT_4736_2,Federica Mogherini,Express intent to meet or negotiate,0,2014-12-23,Haider Al-Abadi
FACT_4736_3,Federica Mogherini,Express intent to meet or negotiate,Haider Al-Abadi,0,2014-12-23
FACT_4737_0,0,Express intent to cooperate,Martin Lidegaard,2014-09-19,Philip Hammond
FACT_4737_1,Philip Hammond,0,Martin Lidegaard,2014-09-19,Express intent to cooperate
FACT_4737_2,Philip Hammond,Express intent to cooperate,0,2014-09-19,Martin Lidegaard
FACT_4737_3,Philip Hammond,Express intent to cooperate,Martin Lidegaard,0,2014-09-19
FACT_4738_0,0,Use conventional military force,Criminal (Albania),2014-06-18,Police (Albania)
